-0.37067205,-6.186169,0
1.6926087,-6.8630757,0
-0.69454175,-7.8502693,0
0.46336448,-7.6200695,0
-1.9392726,-7.0690365,0
-1.2806329,-7.2783556,0
1.375341,-7.151483,0
-0.30898428,-7.4557586,0
0.12900266,-7.5196524,0
-1.1404002,-7.3262873,0
1.1882758,-8.718927,0
-0.9825759,-5.278645,0
-0.8900411,-7.614227,0
-6.7392154,-8.034174,1
-7.163066,-7.6591525,1
-6.4636106,-6.89126,1
-7.21768,-6.8697767,1
-6.4425797,-6.955194,1
-7.107322,-7.431766,1
-6.0787516,-7.7358446,1
-5.8639503,-5.583546,1
-6.7562494,-6.722295,1
-5.643747,-6.7406454,1
-6.5777135,-7.6017566,1
-5.8854523,-8.277763,1
-7.239522,-7.753516,1
4.778724,-4.1088204,2
5.5619164,-4.2003765,2
6.3436384,-5.7087526,2
6.1833344,-5.447474,2
5.1815014,-5.287024,2
-7.047167,1.2113098,2
6.343251,-5.4597893,2
5.389853,-4.68291,2
6.316056,-5.2622247,2
5.4390793,-4.0930786,2
4.9598823,-4.956954,2
4.9562883,-5.053523,2
6.196461,-4.713549,2
-7.4655547,-4.0652013,3
-6.8863177,-6.147411,3
-1.7273688,5.248662,3
-1.2744529,4.819116,3
-1.9709165,3.9492652,3
-0.9615416,4.1759853,3
-1.4224776,4.5005302,3
-1.3497005,3.6628137,3
-1.7540058,4.1302958,3
-4.0109243,-3.4497337,3
-4.061161,-3.3414788,3
-1.9785068,4.534668,3
-1.4904691,4.6846547,3
1.799026,5.57923,4
2.651036,4.8603964,4
1.789752,5.459089,4
2.3266351,5.62568,4
0.96701247,5.2787404,4
3.2703462,5.376572,4
3.1571846,5.4256825,4
1.8998109,4.621961,4
3.3501496,4.478082,4
2.994877,5.086657,4
1.5690734,4.9872684,4
2.6675622,5.651266,4
2.427345,4.532784,4
-9.878919,-1.856492,5
-7.2063117,-0.52433544,5
-7.9935675,2.0925288,5
-7.267955,-5.0252013,5
-9.126783,4.11359,5
-5.2093287,-4.6277194,5
-9.056588,0.018028103,5
-4.2186804,-2.497551,5
-7.364187,-1.3823617,5
-6.3695097,0.63468957,5
-7.281935,-4.7194114,5
-8.978431,4.011026,5
-7.930823,-1.8347394,5
8.009328,0.54773325,6
7.5482116,0.31370887,6
2.1762931,-5.7857275,6
7.7882195,-0.7243597,6
7.835533,-0.8943337,6
7.586956,0.43922797,6
7.8784833,0.9958963,6
8.083716,0.17378578,6
8.53679,0.05524917,6
7.55992,1.0203665,6
8.271629,-0.42069998,6
7.7290277,-1.2082326,6
8.201036,0.7793242,6
-8.67418,1.9244969,7
-9.205829,1.3141937,7
-8.934172,-0.27287516,7
-10.288357,-0.6059857,7
-9.130735,2.5474665,7
-10.149063,-0.043984406,7
-9.765912,2.1046264,7
-11.103319,2.8377416,7
-10.039429,0.50870305,7
-7.9415836,0.8137722,7
-10.12904,-1.0695047,7
-1.0305675,-5.583722,7
-9.825882,1.0074291,7
1.9713681,-9.02526,8
2.8707385,-7.988512,8
1.8336688,-8.215869,8
2.4477465,-6.697942,8
2.8953314,-7.533164,8
-1.3713499,-3.702581,8
2.911142,-8.602688,8
2.8310397,-8.09623,8
2.7322726,-7.5393343,8
3.5748096,-8.912313,8
1.3558843,-8.319894,8
1.2812486,-7.706683,8
1.478875,-8.76147,8
-10.350117,0.23586506,9
-9.127834,2.1784115,9
-9.740109,1.9302448,9
-8.887532,1.4243999,9
-8.838092,-0.7225841,9
-11.122464,1.3419808,9
2.488528,-0.08982143,9
-9.125432,3.4246366,9
-8.476517,0.89135367,9
-10.431167,-1.3214407,9
-10.39152,2.5706348,9
1.7275842,1.8776252,9
-0.88014597,0.45236054,9
0.5804707,-1.2048146,10
0.45453036,-2.5315607,10
0.38635364,-4.0947065,10
1.4408592,-0.6435927,10
-0.2501153,-0.60063094,10
0.90927035,-0.5612489,10
0.93541545,-1.275471,10
0.76210296,-0.36715737,10
-0.3872165,-3.1364415,10
1.7535177,-0.18196161,10
-0.56128633,-0.60156405,10
0.3780775,-0.53858155,10
1.1922249,-1.7233925,10
1.7177838,3.6818242,11
2.7580447,4.0940084,11
-2.9618003,-0.09323152,11
-1.8136599,-2.109198,11
0.011402727,-2.2946157,11
-0.2604245,-2.0577276,11
-1.4605383,0.11827822,11
-0.36735108,-2.3261135,11
-2.296161,-1.4278331,11
2.1277623,3.551448,11
-2.9183109,-0.7998814,11
-2.298211,-1.2441347,11
-3.2295501,0.16999014,11
